ENSEMBL	logFC	logCPM	F	PValue	FDR	SYMBOL
ENSG00000164011	0.77026819088681	2.97950095259306	50.9475249711892	5.95474357973552e-09	3.35370844796823e-08	ZNF691
ENSG00000132824	-0.725620444350006	7.92178017284593	50.9322811853283	5.9766040949093e-09	3.36528179236172e-08	SERINC3
ENSG00000270255	2.22524436727216	-0.132459794311882	50.9235997832033	5.98909120075395e-09	3.37157327631828e-08	
ENSG00000151690	-1.35021244984881	6.38637542407998	50.9219367321321	5.99148639928525e-09	3.37218198328193e-08	MFSD6
ENSG00000168014	0.690322321302747	6.25667375755694	50.9146332936929	6.00201698054405e-09	3.37736824831535e-08	C2CD3
ENSG00000143126	-1.22930474968106	7.85164989974166	50.9135459843927	6.00358638765235e-09	3.37751084259311e-08	CELSR2
ENSG00000214140	-1.9912775831234	2.34668446956037	50.9111990959558	6.00697531500218e-09	3.37867677973988e-08	PRCD
ENSG00000173040	2.46973448621558	2.93245558396707	50.8998376215173	6.02340965712456e-09	3.38717810802151e-08	EVC2
ENSG00000050820	-1.62277683392702	5.45972436412164	50.8977606410668	6.02641907771311e-09	3.38812805322031e-08	BCAR1
ENSG00000182179	1.75745825950036	5.21749292448234	50.8884627172647	6.03991047850831e-09	3.39496939182908e-08	UBA7
ENSG00000279897	1.22028068573981	1.5160216243998	50.8855109572619	6.04420011269261e-09	3.39663665189963e-08	BIRC6-AS2
ENSG00000221156	2.63285689907913	-0.286002462488959	50.8709096030943	6.06546632900961e-09	3.40751394992136e-08	
ENSG00000116151	-1.14487166375109	4.01983065029311	50.8699760485669	6.06682866469278e-09	3.40751394992136e-08	MORN1
ENSG00000240207	-0.939321505966619	3.30511300417684	50.8694893954989	6.06753896401349e-09	3.40751394992136e-08	
ENSG00000074695	1.14557997383484	6.75690896270002	50.8665422542951	6.07184234950178e-09	3.40918472762991e-08	LMAN1
ENSG00000250129	2.27114414831091	-0.0620055304317796	50.8645872246067	6.0746988226626e-09	3.41004254776106e-08	
ENSG00000227653	-2.42043688693931	0.462790397953641	50.8331628069886	6.12080581138515e-09	3.43517343427072e-08	
ENSG00000223974	1.42064969176345	0.549225306199261	50.8199165531674	6.14035055019315e-09	3.4453890876849e-08	BNIP3P42
ENSG00000158864	-0.606533300582971	6.9344072752622	50.7910703188472	6.18313882383999e-09	3.4686395172427e-08	NDUFS2
ENSG00000188257	9.94187341250072	4.64854449525304	50.7866206614508	6.18976677672047e-09	3.47159887072838e-08	PLA2G2A
ENSG00000268442	1.82516324345807	1.56680011426433	50.7820940103115	6.19651703025586e-09	3.47462550975566e-08	HAVCR1P1
ENSG00000169967	0.714215377399222	6.90991962056242	50.7701115593528	6.21442269851502e-09	3.48390473039292e-08	MAP3K2
ENSG00000214147	1.68662458577707	2.97967739574446	50.7649300119865	6.22218234126879e-09	3.48749311615339e-08	LOC100131685
ENSG00000151575	1.77345432037873	3.92058325309998	50.7572793476951	6.23365812637241e-09	3.49316235400323e-08	TEX9
ENSG00000146197	0.955398572718114	4.42684492720767	50.7347102049392	6.26764019660638e-09	3.511438237195e-08	SCUBE3
ENSG00000185739	-1.92143498760624	0.589605020557102	50.7328633642714	6.27042951239582e-09	3.51223425219639e-08	SRL
ENSG00000164442	-1.32595956121346	4.35728217358169	50.7187721347402	6.29175447753648e-09	3.5233764057645e-08	CITED2
ENSG00000090971	-1.5372470558927	3.82387374956734	50.7179062151777	6.29306738516441e-09	3.5233764057645e-08	NAT14
ENSG00000111837	1.32686408643622	3.45532596737668	50.7054433912311	6.31199525511836e-09	3.53320301466985e-08	MAK
ENSG00000142347	2.1791417038065	5.1208974737662	50.7010016444398	6.31875550746338e-09	3.53621587656013e-08	MYO1F
ENSG00000149571	-2.26100692311329	4.68193870313238	50.6926894340827	6.33142685697808e-09	3.54253477838113e-08	KIRREL3
ENSG00000185088	1.02399580464744	4.63007210795301	50.6914971171524	6.33324663139937e-09	3.54278061889418e-08	RPS27L
ENSG00000171720	0.687469400120182	5.57188536669892	50.6839081313561	6.34484213784374e-09	3.54843533068462e-08	HDAC3
ENSG00000051341	2.46894123637394	4.00715205401805	50.683072384472	6.3461204628258e-09	3.54843533068462e-08	POLQ
ENSG00000224356	1.82001223931923	-0.0243768751274008	50.6803579782608	6.35027416600324e-09	3.54998445808044e-08	
ENSG00000260361	1.58987547582756	-0.463197159146469	50.6757280847057	6.35736558576858e-09	3.55317482053028e-08	
ENSG00000280828	1.13666618243015	2.08817787740959	50.6677711137984	6.36957228475812e-09	3.55866504565828e-08	
ENSG00000138964	2.51364025091015	4.0170675066763	50.6673205346871	6.37026424506069e-09	3.55866504565828e-08	PARVG
ENSG00000173320	-1.57823261177154	6.39877843534553	50.6666146207929	6.37134848423915e-09	3.55866504565828e-08	STOX2
ENSG00000163536	-3.27577874868122	6.99194539379842	50.6589786959536	6.38308911005066e-09	3.56444695407855e-08	SERPINI1
ENSG00000262692	2.16666463263741	-0.399899612040497	50.6565515988633	6.3868256274051e-09	3.56575766211338e-08	
ENSG00000165643	-4.30622975935524	1.97377507757955	50.6437961995526	6.40650016073888e-09	3.57596404143896e-08	SOHLH1
ENSG00000119669	-1.14534976877182	4.8837011201098	50.6425223160789	6.40846853293368e-09	3.57628495102724e-08	IRF2BPL
ENSG00000105298	-1.44848436724153	3.72843918309778	50.6401868590613	6.41207886229435e-09	3.57752182610401e-08	CACTIN
ENSG00000186479	-3.13312245714202	5.49709585113214	50.639001672842	6.4139118270171e-09	3.57776672550302e-08	RGS7BP
ENSG00000270554	1.43493738306788	0.883404558237709	50.6052281974399	6.46637529749352e-09	3.60624776206369e-08	EIF3EP4
ENSG00000204371	-0.902934390557498	6.02029927923252	50.6014803355731	6.47222476675723e-09	3.60872580140831e-08	EHMT2
ENSG00000277481	1.29966572594639	1.14135847816444	50.5998860901096	6.47471465806868e-09	3.60932996740514e-08	PKD1L3
ENSG00000107372	-0.672071668782968	7.06455969336406	50.5982999945799	6.4771928136983e-09	3.60992733037062e-08	ZFAND5
ENSG00000188542	-0.749365738699666	2.63065513928086	50.5954693359874	6.4816179681619e-09	3.61160931725738e-08	DUSP28
ENSG00000224307	2.27144412005803	0.488785134206322	50.5886586951911	6.4922779530765e-09	3.6167639172066e-08	LOC101929331
ENSG00000105287	1.65900536793783	4.21961110167152	50.5865810852409	6.49553346297239e-09	3.61779223800318e-08	PRKD2
ENSG00000109390	-0.855373784458436	4.7650032623958	50.5810098469037	6.50427173178302e-09	3.62187316112413e-08	NDUFC1
ENSG00000265531	2.12970709885618	2.32078356919378	50.5754383412365	6.51302270029114e-09	3.62595938401241e-08	FCGR1CP
ENSG00000184508	-1.10255517474314	2.56270059596048	50.5546748317461	6.54574368302581e-09	3.64338563489173e-08	HDDC3
ENSG00000188229	-1.52351229182647	6.43873399124132	50.5512680929599	6.55112870086628e-09	3.64559232670714e-08	TUBB4B
ENSG00000164144	0.815786269231586	5.07362012397278	50.525502239529	6.59200682449255e-09	3.66754509322786e-08	ARFIP1
ENSG00000273284	1.86347232105031	1.45556976150445	50.5137063720182	6.61081006560568e-09	3.67720937004269e-08	
ENSG00000138668	1.05321724366882	6.79055371471157	50.5102373625957	6.61635050544867e-09	3.67949373179502e-08	HNRNPD
ENSG00000231028	1.65757893075548	1.94029268450013	50.4938516849396	6.64258610921018e-09	3.69328363286134e-08	LINC00271
ENSG00000174326	-2.21772839988034	0.0953551478884231	50.4878376281147	6.65224263797295e-09	3.69785157685891e-08	SLC16A11
ENSG00000095015	1.35176562364727	5.92463823909163	50.4788308480202	6.66673189445715e-09	3.70490265972624e-08	MAP3K1
ENSG00000240490	2.06655837675652	0.325659378888044	50.4781588302045	6.66781429389266e-09	3.70490265972624e-08	
ENSG00000276980	2.70828217035562	1.68646500891058	50.4759122345322	6.67143415258748e-09	3.70611163476532e-08	
ENSG00000196696	0.861101447795665	3.05581291136159	50.4736959182616	6.67500723457831e-09	3.70729410680485e-08	PDXDC2P-NPIPB14P
ENSG00000129534	1.64982291364795	5.00348636485141	50.4687636166524	6.68296612675211e-09	3.71091141590421e-08	MIS18BP1
ENSG00000124091	1.28124725271399	1.47974965703667	50.4620980587313	6.69373759954912e-09	3.71608858949661e-08	GCNT7
ENSG00000107643	-1.12157546871534	6.13587724549614	50.4609102225011	6.69565903361835e-09	3.71635140782472e-08	MAPK8
ENSG00000255240	3.42966072482956	-0.279184768806771	50.4539948305268	6.70685676064543e-09	3.72176170296141e-08	LOC283194
ENSG00000117155	-1.43908369922334	6.54745976070262	50.4460635356624	6.71972357146877e-09	3.72809566497505e-08	SSX2IP
ENSG00000201969	-3.07528692392139	-0.0393034077008543	50.4418471396278	6.72657425662277e-09	3.73108987024472e-08	SNORD115-20
ENSG00000125319	2.03401304083778	1.67282647846922	50.4196447834008	6.7627685816623e-09	3.75035556716428e-08	HROB
ENSG00000234571	2.02466805380189	1.27565195173482	50.4126309731373	6.77424474490424e-09	3.75590821728164e-08	
ENSG00000141568	-0.926185981353233	5.62048600911491	50.408823185825	6.78048365488974e-09	3.75855535643078e-08	FOXK2
ENSG00000261369	1.25555342140996	1.14424033433639	50.398872537259	6.79681575323336e-09	3.76679499690637e-08	
ENSG00000175518	2.27462251283192	-0.290720631351147	50.3915657758987	6.80883457445598e-09	3.77264117775071e-08	UBQLNL
ENSG00000213005	1.95711821811262	1.17955163128879	50.3899797859196	6.81144628503705e-09	3.77327366513006e-08	PTTG3P
ENSG00000228794	-0.850857263235608	4.74670618403611	50.3761077672045	6.83433452235722e-09	3.78513585490501e-08	LINC01128
ENSG00000229992	1.35416425025525	1.16593398113398	50.3156432262344	6.9350406340324e-09	3.84008237049496e-08	
ENSG00000251442	2.10966415871638	4.34022109110564	50.3107463580499	6.94326412614799e-09	3.8438065961516e-08	
ENSG00000109920	0.79757332052255	6.76946132769328	50.3015363639285	6.95875841593307e-09	3.85155347735437e-08	FNBP4
ENSG00000205562	-2.69698096915805	0.784281141164167	50.3005797471974	6.96036983431768e-09	3.85161474337566e-08	
ENSG00000175414	0.904019953709705	5.66246556840774	50.2985975584421	6.9637100667801e-09	3.85263243940313e-08	ARL10
ENSG00000270011	1.25087479824044	1.69911845195291	50.2803361359464	6.99456169714926e-09	3.86886693873568e-08	ZNF559-ZNF177
ENSG00000144591	0.963312203988773	4.76971829132173	50.278559463994	6.99757089423368e-09	3.86969741436129e-08	GMPPA
ENSG00000236194	1.20247817316272	1.71266296661879	50.2725675444963	7.00772954410452e-09	3.87448036944081e-08	
ENSG00000274333	2.25976828532388	0.719671887366879	50.2673216889375	7.01663597027594e-09	3.8785690755359e-08	LOC102724219
ENSG00000171045	-1.58715500281494	3.7986167310173	50.2649683137746	7.02063537745886e-09	3.87994416370546e-08	TSNARE1
ENSG00000225711	1.39370252467977	0.759569032028927	50.2429503958776	7.058168944203e-09	3.89984727562906e-08	
ENSG00000105855	1.79141020199435	8.62857733429791	50.2376317790766	7.06726689037345e-09	3.90378945185641e-08	ITGB8
ENSG00000169375	0.687226120400874	6.25705990670545	50.2370015081287	7.0683458339282e-09	3.90378945185641e-08	SIN3A
ENSG00000155660	1.60824210090531	6.87762248435104	50.2346786113954	7.07232382298831e-09	3.90514610406616e-08	PDIA4
ENSG00000091536	-1.53776915838678	2.76023230207782	50.2253730585688	7.08828315901689e-09	3.91311652562204e-08	MYO15A
ENSG00000132669	1.11911973447481	6.2075846217796	50.2099337573721	7.11484511581478e-09	3.92627743435603e-08	RIN2
ENSG00000185760	-2.74266084259508	5.75711743590485	50.2097379339912	7.11518267959864e-09	3.92627743435603e-08	KCNQ5
ENSG00000250045	1.91938961401778	1.16850917472856	50.1922013817839	7.14548042999833e-09	3.94214865081486e-08	
ENSG00000110944	1.98521260192821	-0.0763555475170875	50.1786751540454	7.16894161918751e-09	3.95424213746932e-08	IL23A
ENSG00000197496	2.00063497336548	3.75949763724736	50.1756506809041	7.17419855461984e-09	3.95629148913447e-08	SLC2A10
ENSG00000172775	-0.659751566907361	5.56330704686084	50.1673407032327	7.18866313847409e-09	3.96341652951531e-08	PSME3IP1
ENSG00000145198	-3.09228030822914	4.07467727930358	50.1390979328231	7.23805142803718e-09	3.98978930198828e-08	VWA5B2
ENSG00000236535	1.23289705072448	0.739945847755855	50.1277193663077	7.25804923263994e-09	3.99995347983045e-08	
ENSG00000122824	-1.44522615012943	2.97925873997776	50.1259505391603	7.26116312162074e-09	4.00081046621718e-08	NUDT10
ENSG00000011600	2.62832265040626	4.62817175695999	50.1118208734188	7.28608750087986e-09	4.01301418441433e-08	TYROBP
ENSG00000259682	1.59545914940308	-0.28728024318993	50.1116218797965	7.28643915814174e-09	4.01301418441433e-08	
ENSG00000227885	2.41016415308521	0.302373110566766	50.0789974512657	7.3443327457088e-09	4.04403132200421e-08	
ENSG00000085365	-0.981825921525112	6.51733447988222	50.076691044279	7.34844371596625e-09	4.04470298375401e-08	SCAMP1
ENSG00000269985	1.44374624631485	0.653647929026427	50.0765447990084	7.34870446648936e-09	4.04470298375401e-08	LOC101927972
ENSG00000268516	0.889556848147265	3.00774688956872	50.0650532748895	7.36922372326606e-09	4.05512707670719e-08	LOC105372482
ENSG00000122299	0.648862982348641	6.1523346986129	50.0417435102709	7.4110296526091e-09	4.07725779280199e-08	ZC3H7A
ENSG00000116983	-3.77148944468154	7.01067961187691	50.0406889570479	7.41292683504107e-09	4.0774275015287e-08	HPCAL4
ENSG00000151948	-3.10993784157371	4.40905524350636	50.0397268699239	7.41465810987863e-09	4.07750590079355e-08	GLT1D1
ENSG00000151247	-0.84813672912178	5.36219977534649	50.0364072132162	7.42063507239637e-09	4.07965445954058e-08	EIF4E
ENSG00000236095	1.27481799784289	0.636336991076352	50.0353430938754	7.42255205881466e-09	4.07965445954058e-08	
ENSG00000269176	-1.2900780724146	0.111568467786219	50.0349092039143	7.4233338500115e-09	4.07965445954058e-08	
ENSG00000227006	1.5432520279236	1.09798197965813	50.0320068491474	7.42856558054331e-09	4.08092908751504e-08	
ENSG00000166432	1.88794651958233	5.72098468023836	50.031858379529	7.4288333126321e-09	4.08092908751504e-08	ZMAT1
ENSG00000215067	0.952017987288311	3.31692314448526	50.0264515139904	7.43859026793126e-09	4.08541449232732e-08	ALOX12-AS1
ENSG00000279759	1.57207870278253	3.92483971452766	50.0232762382792	7.44432644718355e-09	4.08769016403436e-08	
ENSG00000129450	2.70382347551274	3.14721176704906	50.0153764457512	7.45861758707872e-09	4.09466139833958e-08	SIGLEC9
ENSG00000138829	4.72409910976162	5.45493763815208	50.012346452645	7.46410660495458e-09	4.09679846056799e-08	FBN2
ENSG00000115226	-1.31146514478147	5.35000193537192	50.0078912828364	7.47218508199463e-09	4.10035557257627e-08	FNDC4
ENSG00000184566	4.16389942873349	0.194234853788884	49.9947956901448	7.49598399820917e-09	4.11253589811967e-08	
ENSG00000274421	1.61793380718884	1.03075905267398	49.9929553150857	7.49933489323854e-09	4.11349497830663e-08	
ENSG00000132341	-0.737123675034123	6.17828081996971	49.9895490944699	7.50554095743306e-09	4.11601941607947e-08	RAN
ENSG00000180011	-0.87452889990318	5.60980515263143	49.9820185754184	7.51928045676775e-09	4.12267320920624e-08	ZADH2
ENSG00000131732	0.74659761521592	3.56877306363308	49.9732673205521	7.53528021058121e-09	4.12999282224422e-08	ZCCHC9
ENSG00000172716	2.19980188070117	4.87653344030305	49.9729565871196	7.53584897197339e-09	4.12999282224422e-08	SLFN11
ENSG00000121289	0.923718587325452	5.15981209233327	49.968065315658	7.54480778610003e-09	4.1340198938996e-08	CEP89
ENSG00000222317	2.74939164926483	0.716378507175419	49.9614982470298	7.5568534755845e-09	4.13973627429832e-08	RNA5SP118
ENSG00000241288	1.41409378586648	3.49390405127422	49.9480153781493	7.58164752052845e-09	4.15243242881696e-08	LINC02614
ENSG00000164692	6.27431789456336	10.7189405767033	49.932164643561	7.61090460961651e-09	4.16756703234068e-08	COL1A2
ENSG00000237758	0.894313552870504	2.92209714827471	49.9292375940528	7.61632020817695e-09	4.16964287847401e-08	
ENSG00000164674	1.88837567909667	2.92857219210279	49.9278608396932	7.61886885744878e-09	4.17014862926899e-08	SYTL3
ENSG00000234040	1.37396654059555	0.414577985685408	49.9265262078304	7.62134037989082e-09	4.17061195842e-08	RPL10P12
ENSG00000248863	1.59710569711798	0.730541556112276	49.9197392129093	7.63392176149167e-09	4.17660631014035e-08	
ENSG00000205279	-4.08018775885072	1.79323370872289	49.9152982383105	7.64216595199023e-09	4.18022568537573e-08	CTXN3
ENSG00000285774	2.38477323499721	1.32463654015695	49.9064193110492	7.65867661898964e-09	4.18836427501319e-08	
ENSG00000139998	-1.57946299242778	5.881208107169	49.8814847227041	7.70524287724383e-09	4.2129326468782e-08	RAB15
ENSG00000069399	3.12769691780925	3.20787619642802	49.8720421746248	7.72295430134423e-09	4.22171719156549e-08	BCL3
ENSG00000107874	-1.03275902861778	5.34700295842662	49.851367654948	7.76188222731876e-09	4.24209342768603e-08	CUEDC2
ENSG00000243055	1.95035688313397	0.243314121614139	49.8460031061204	7.77201655618636e-09	4.24672780316208e-08	
ENSG00000228522	3.01330697031399	1.16217642729797	49.8425810135618	7.77848855279141e-09	4.24935948717308e-08	
ENSG00000120899	-1.69881058308985	7.56944705304095	49.8344820250731	7.79382811726266e-09	4.25665593688813e-08	PTK2B
ENSG00000259826	-1.17856152477845	0.776751688587053	49.8337786241896	7.79516185598059e-09	4.25665593688813e-08	LOC112267983
ENSG00000234937	2.00569166209208	-0.0306511686883629	49.828067827165	7.80599909215075e-09	4.26166702191127e-08	
ENSG00000181274	-0.962977609132366	2.60468558095712	49.8198689213445	7.82158547393382e-09	4.26926820902832e-08	FRAT2
ENSG00000237118	1.48218941265643	0.971483789471115	49.8188859148011	7.82345638197924e-09	4.26938141704225e-08	
ENSG00000102910	-0.424821838297636	7.47588347712126	49.8134955642166	7.83372388426074e-09	4.27407575445476e-08	LONP2
ENSG00000226101	2.66712871964049	1.03732740292658	49.8001149358054	7.85927209424014e-09	4.28710347074757e-08	LINC02097
ENSG00000213055	1.24512560859167	0.124886191150113	49.7979537803187	7.86340663819848e-09	4.28844733041572e-08	EEF1B2P7
ENSG00000214584	0.837664843690543	1.46975087040346	49.7936881247572	7.87157400681567e-09	4.29198952379274e-08	
ENSG00000167281	-3.67926130363755	5.42402888297916	49.7848988236948	7.8884306637784e-09	4.3002670557747e-08	RBFOX3
ENSG00000255893	1.44324836067047	0.18952996994411	49.7801487246546	7.89755638434624e-09	4.30432755583449e-08	
ENSG00000225084	1.64119366352609	0.20076572708012	49.7641601594468	7.92835415566334e-09	4.32019552877069e-08	LOC101927839
ENSG00000279555	1.21155818446786	2.91193552337934	49.759699892546	7.93696804906642e-09	4.32397123708957e-08	
ENSG00000100994	-0.903708370316922	7.78761300633986	49.7525043095178	7.95088513592129e-09	4.33016546543986e-08	PYGB
ENSG00000239713	2.05407824058327	2.80399972835076	49.7520770088765	7.95171238598015e-09	4.33016546543986e-08	APOBEC3G
ENSG00000167105	2.5754456542497	0.0480876089553177	49.7354945033404	7.98388550632779e-09	4.34676329062161e-08	TMEM92
ENSG00000282033	-2.88564995749902	-0.54676382269284	49.7316792695958	7.99130698642386e-09	4.34988109876073e-08	LOC105373553
ENSG00000179978	0.967178323475536	4.94138766814873	49.7245078235575	8.00527655691173e-09	4.35656112877734e-08	
ENSG00000259442	1.34446956191683	0.850334765357396	49.7213202773307	8.01149390262802e-09	4.35902037335061e-08	
ENSG00000091592	1.65883927579785	3.5016067849061	49.714971641492	8.02389202190198e-09	4.36484079572095e-08	NLRP1
ENSG00000225241	1.20121234144378	5.41028817213921	49.6955103352984	8.06202263726766e-09	4.38465376108232e-08	
ENSG00000261356	2.6001119805219	0.156832255317057	49.6915462070527	8.06981274618155e-09	4.38796068073622e-08	
ENSG00000169783	-2.00553469197019	4.82410656906903	49.678659252563	8.09519192556431e-09	4.40082823066317e-08	LINGO1
ENSG00000185352	-3.44907843842435	5.54520370400547	49.6725300441943	8.1072918463437e-09	4.40647279196127e-08	HS6ST3
ENSG00000253167	1.29698490986692	0.267728778600984	49.6678576619632	8.11652847607606e-09	4.41055903744425e-08	
ENSG00000204860	-3.4725260075898	1.54554232801672	49.66064795415	8.13080260731548e-09	4.41738037503708e-08	
ENSG00000188451	0.69310218445308	3.26021622843393	49.6381617992271	8.17549045887046e-09	4.44071878575472e-08	SRP72P2
ENSG00000197124	1.016062138912	3.7301418866373	49.6347259465992	8.18234126197343e-09	4.44349954482751e-08	ZNF682
ENSG00000076924	-1.28129400933098	5.07210110428058	49.6295658620685	8.19264130705196e-09	4.44815187530122e-08	XAB2
ENSG00000266891	3.00432446964902	0.257627605233104	49.6243436262664	8.2030792022711e-09	4.45287706696886e-08	
ENSG00000136881	-3.47715877800488	1.4712974321423	49.6163944009612	8.21899431566404e-09	4.46010836769948e-08	BAAT
ENSG00000160828	0.806381148821432	4.18264757159457	49.6159543300781	8.2198763215346e-09	4.46010836769948e-08	
ENSG00000020633	3.12222692593236	1.72603356913782	49.6142455254059	8.22330210665296e-09	4.46102406610121e-08	RUNX3
ENSG00000105810	2.19866647003728	6.91960820468674	49.5938140921429	8.26437843945839e-09	4.4823599460841e-08	CDK6
ENSG00000035862	1.33420102339305	7.47660409760851	49.5902866169148	8.27149191259192e-09	4.48527022895989e-08	TIMP2
ENSG00000263501	1.79828529455556	0.050195782329594	49.5862643355576	8.27961101195129e-09	4.48872447447676e-08	
ENSG00000224543	0.976159799277192	1.88530090986239	49.5768639806039	8.29861839764056e-09	4.49807901109704e-08	
ENSG00000100154	0.905752227295863	6.13923102995206	49.5695341369993	8.31347086171148e-09	4.50517799125475e-08	TTC28
ENSG00000183763	1.63171715099202	2.54707410499473	49.5638857362795	8.32493515904684e-09	4.51043827014856e-08	TRAIP
ENSG00000254635	-0.91099996647783	4.22342713006891	49.5617859255796	8.3292012570958e-09	4.51179717736099e-08	
ENSG00000253171	4.09432256352024	0.908214805187248	49.560721674674	8.33136432331447e-09	4.5120165722276e-08	
ENSG00000235408	1.81482234971947	0.551531298427172	49.5596024165623	8.33363982350546e-09	4.51229675253729e-08	
ENSG00000109758	-2.86702006239735	0.900934876662367	49.5479625566588	8.35734267982207e-09	4.5241763315257e-08	HGFAC
ENSG00000148985	0.742521341148752	3.77283960223422	49.5404084102476	8.37276325587837e-09	4.53156830371401e-08	PGAP2
ENSG00000179151	0.834932362885636	4.72987641245809	49.5324187498163	8.38910520832146e-09	4.53945572784251e-08	EDC3
ENSG00000178404	1.57250576996764	2.28350418009147	49.5307149111974	8.39259452683509e-09	4.54038656263117e-08	CEP295NL
ENSG00000174807	4.58010811795886	3.46653081228486	49.5194091747417	8.41578616328291e-09	4.55197369611498e-08	CD248
ENSG00000121236	2.71944233998564	0.795091888272422	49.5016880129466	8.45227265494924e-09	4.57074542118146e-08	TRIM6
ENSG00000157107	1.04479303315141	6.11415740513333	49.4985688312241	8.45871188967035e-09	4.57326396984179e-08	FCHO2
ENSG00000198915	-2.47643069313899	4.69866155657505	49.489827854939	8.47678406448778e-09	4.58206956645069e-08	RASGEF1A
ENSG00000166750	1.55565455371659	5.4327639958864	49.4870149906562	8.48260830183391e-09	4.58425230715029e-08	SLFN5
ENSG00000130475	-1.99248168307488	4.88540620303182	49.4844726243397	8.48787605014018e-09	4.58613344898627e-08	FCHO1
ENSG00000112773	2.19751400035215	4.71999430724834	49.4835178639751	8.48985518305723e-09	4.58623728211248e-08	TENT5A
ENSG00000270141	-2.29461776296947	2.90237758034918	49.4799024705555	8.49735394028436e-09	4.5893221565109e-08	
ENSG00000101421	-0.609915854029515	5.35745942201659	49.4466757381666	8.5665949786516e-09	4.62574500582986e-08	CHMP4B
ENSG00000280383	0.988588655505164	3.60163124129878	49.4265720997342	8.60877479694612e-09	4.6475432301982e-08	
ENSG00000240012	2.27682587154483	0.189481402021189	49.4232502830377	8.6157652200609e-09	4.6503388932253e-08	SLC9A9-AS1
ENSG00000180539	-1.58629299318999	1.67965988641859	49.4203557004941	8.62186140701238e-09	4.65265082024754e-08	C9orf139
ENSG00000184845	-3.51097612705241	2.85818118515634	49.4104328108644	8.64279390465488e-09	4.66296627208256e-08	DRD1
ENSG00000244044	1.46639637928547	0.265310444897624	49.3973163136611	8.6705448634956e-09	4.67695531571279e-08	RN7SL735P
ENSG00000198874	0.635072021752762	5.00353994868864	49.3775102368681	8.7126256769687e-09	4.69866648454301e-08	TYW1
ENSG00000133226	0.984464415398419	6.2583478838114	49.3712023508891	8.72607241975825e-09	4.70492959355243e-08	SRRM1
ENSG00000033627	-0.991757182591854	8.14988353011792	49.3649775690277	8.7393632592481e-09	4.7111060291662e-08	ATP6V0A1
ENSG00000134748	0.728761154238086	5.11617683213644	49.3605041343128	8.7489277681832e-09	4.71527154914788e-08	PRPF38A
ENSG00000266717	1.36597383970637	-0.0401374736924971	49.3561885988667	8.75816503992354e-09	4.71925899117442e-08	
ENSG00000140941	-0.670011613468668	6.25379889347272	49.3446816613999	8.78284511864317e-09	4.73156423110783e-08	MAP1LC3B
ENSG00000242125	1.81395511937313	5.89518134651538	49.3283871661742	8.81791789066905e-09	4.74946196566676e-08	SNHG3
ENSG00000251179	3.02775520575443	-0.0608560095824329	49.3239515106178	8.82749064269419e-09	4.75362038071226e-08	TMEM92-AS1
ENSG00000237170	1.43411498757532	-0.47179802672447	49.3199663334255	8.83610045837563e-09	4.75725861682841e-08	
ENSG00000239648	2.60287420496959	0.0285978802016985	49.3027545042318	8.87338680200344e-09	4.77633121378814e-08	MTND1P3
ENSG00000242330	1.56169628924772	0.471764117135111	49.3008770351426	8.87746393213017e-09	4.7772522520515e-08	RN7SL683P
ENSG00000115266	-2.07752016130977	7.01478367889471	49.3002524747951	8.8788206671676e-09	4.7772522520515e-08	APC2
ENSG00000276718	1.4904461137122	0.136525323922936	49.2992609258634	8.88097505792501e-09	4.7774098692443e-08	
ENSG00000121769	-1.81417479717585	4.7719149796397	49.2907380948075	8.89951559675746e-09	4.78638029737595e-08	FABP3
ENSG00000181896	0.735018991211204	3.56918081137751	49.2815839016541	8.91947464014798e-09	4.79610971379421e-08	ZNF101
ENSG00000153291	-1.46325586134011	5.54127537187449	49.2737980582174	8.93648704211038e-09	4.80425094126022e-08	SLC25A27
ENSG00000168748	-3.32107685588384	1.83232975831489	49.2609325077788	8.96467313987582e-09	4.81839447402959e-08	CA7
ENSG00000258334	3.40802193576482	-0.221505529346593	49.2581251625048	8.97083585937396e-09	4.82069728498393e-08	LOC101927267
ENSG00000106692	0.843002782927434	5.50915282283577	49.2338370711257	9.02433850211156e-09	4.84843306796511e-08	FKTN
ENSG00000196081	1.98157222164011	1.818406668494	49.2326916945718	9.02686979198738e-09	4.84877800777221e-08	ZNF724
ENSG00000163467	1.44443070818279	-0.291511172405965	49.2308611351758	9.03091688052282e-09	4.84974839226173e-08	TSACC
ENSG00000162639	-1.86418854997884	3.10963420114324	49.2301653707877	9.0324556068619e-09	4.84974839226173e-08	HENMT1
ENSG00000231134	2.27234624700768	-0.372734492507343	49.2254687461649	9.04284965143931e-09	4.85431366459297e-08	TCF7L1-IT1
ENSG00000180189	1.18643215764588	0.976185215013101	49.2071266888241	9.08356206803958e-09	4.87514890163605e-08	
ENSG00000185442	-1.01457272293105	3.31243192336448	49.1949649442017	9.11066205708344e-09	4.88867116234678e-08	FAM174B
ENSG00000182963	1.5036961234303	5.12570766413806	49.181747461532	9.14021033481181e-09	4.90350121745287e-08	GJC1
ENSG00000126461	-1.37425181898498	5.35586590600945	49.1790281667232	9.14630184689217e-09	4.90574371787853e-08	SCAF1
ENSG00000112655	1.97869031965974	5.30696531626789	49.1751631363575	9.15496722757491e-09	4.90936552226724e-08	PTK7
ENSG00000049089	-2.00099582296519	5.74289058238687	49.1556271289984	9.19889827649349e-09	4.93189313278056e-08	COL9A2
